,Id,Title,Content,Tag,User,Vote,Answer,View,Time,Link
10,74582054,NavigationSplitView inside a TabView looks bad,"Migrating to new NavigationSplitView, and the pages are inside a TabView, but it looks weird. How to make it normal like the old one? NavigationSplitView { List(users, id: \.self, ...","['javascript', 'javascript', 'visualization', 'vega-lite', 'vega', 'java', 'git', 'version-control', 'git-merge', 'rebase', 'git-rebase', 'c', 'while-loop', 'reactjs', 'react-router-dom', 'r', 'blazor', 'asp.net-identity', 'web', 'web-scraping', 'select', 'inspect', 'reactjs', 'onclick', 'ios', 'swift', 'macos', 'swiftui', 'node.js', 'linux', 'bash', 'docker', 'ubuntu', 'path', 'python', 'nltk', 'cluster-analysis', 'k-means', 'vue.js', 'flask', 'vuejs3', 'vite']",FaiChou,0,0,5,2022-11-26 12:11:57Z,https://stackoverflow.com/questions/74582054/navigationsplitview-inside-a-tabview-looks-bad
11,74582052,Why path relative gets me parent relative instead of current relative in nodejs?,I have two file paths and use the relative function from node:path to get the relative path between them. The result is ../bar.js. what I expected was is ./bar.js because it the same folder. I guess ...,"['javascript', 'javascript', 'visualization', 'vega-lite', 'vega', 'java', 'git', 'version-control', 'git-merge', 'rebase', 'git-rebase', 'c', 'while-loop', 'reactjs', 'react-router-dom', 'r', 'blazor', 'asp.net-identity', 'web', 'web-scraping', 'select', 'inspect', 'reactjs', 'onclick', 'ios', 'swift', 'macos', 'swiftui', 'node.js', 'linux', 'bash', 'docker', 'ubuntu', 'path', 'python', 'nltk', 'cluster-analysis', 'k-means', 'vue.js', 'flask', 'vuejs3', 'vite']",Jon Sud,0,0,5,2022-11-26 12:11:42Z,https://stackoverflow.com/questions/74582052/why-path-relative-gets-me-parent-relative-instead-of-current-relative-in-nodejs
12,74582051,Docker commands (command not found),"If I use docker commands in terminal all ok, but in script do not working. enter image description here enter image description here Please help! I added - PATH=""/usr/bin:$PATH"" and PATH=&...","['javascript', 'javascript', 'visualization', 'vega-lite', 'vega', 'java', 'git', 'version-control', 'git-merge', 'rebase', 'git-rebase', 'c', 'while-loop', 'reactjs', 'react-router-dom', 'r', 'blazor', 'asp.net-identity', 'web', 'web-scraping', 'select', 'inspect', 'reactjs', 'onclick', 'ios', 'swift', 'macos', 'swiftui', 'node.js', 'linux', 'bash', 'docker', 'ubuntu', 'path', 'python', 'nltk', 'cluster-analysis', 'k-means', 'vue.js', 'flask', 'vuejs3', 'vite']",TEST,0,0,6,2022-11-26 12:11:38Z,https://stackoverflow.com/questions/74582051/docker-commands-command-not-found
13,74582048,"mixed types in array, causing itemsize error",I am writing a test script for k-means clustering. Here it is: import nltk; from nltk.cluster import KMeansClusterer; import matplotlib.pyplot as plt; nltk.download('punkt') target_input = 'this is ...,"['javascript', 'javascript', 'visualization', 'vega-lite', 'vega', 'java', 'git', 'version-control', 'git-merge', 'rebase', 'git-rebase', 'c', 'while-loop', 'reactjs', 'react-router-dom', 'r', 'blazor', 'asp.net-identity', 'web', 'web-scraping', 'select', 'inspect', 'reactjs', 'onclick', 'ios', 'swift', 'macos', 'swiftui', 'node.js', 'linux', 'bash', 'docker', 'ubuntu', 'path', 'python', 'nltk', 'cluster-analysis', 'k-means', 'vue.js', 'flask', 'vuejs3', 'vite']",reallymemorable,0,0,4,2022-11-26 12:11:36Z,https://stackoverflow.com/questions/74582048/mixed-types-in-array-causing-itemsize-error
14,74582045,Vue (with Vite) page not loading with Flask,I am trying to follow this tutorial to build a full stack app with Vue and Flask. I am using the latest method to use Vue instead of the webpack instructions in the tutorial. I am able to get the ...,"['javascript', 'javascript', 'visualization', 'vega-lite', 'vega', 'java', 'git', 'version-control', 'git-merge', 'rebase', 'git-rebase', 'c', 'while-loop', 'reactjs', 'react-router-dom', 'r', 'blazor', 'asp.net-identity', 'web', 'web-scraping', 'select', 'inspect', 'reactjs', 'onclick', 'ios', 'swift', 'macos', 'swiftui', 'node.js', 'linux', 'bash', 'docker', 'ubuntu', 'path', 'python', 'nltk', 'cluster-analysis', 'k-means', 'vue.js', 'flask', 'vuejs3', 'vite']",rafi,0,0,3,2022-11-26 12:11:13Z,https://stackoverflow.com/questions/74582045/vue-with-vite-page-not-loading-with-flask
15,74582043,"My code finds values in the list, but does not show any prompt when the value is not found","I was trying to do a binary search on the list CardData=[11,12,25,33,52,56,57,59,85,91] this is my binary search method def binsea(x,CardData): front=0 back=len(CardData) mid=len(CardData)/...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Masrur Ahmed,0,0,10,2022-11-26 12:10:37Z,https://stackoverflow.com/questions/74582043/my-code-finds-values-in-the-list-but-does-not-show-any-prompt-when-the-value-is
16,74582039,"My app is throwing Internal server error, how should I solve it?",Hello my app is throwing internal server error after signup and login My app's base url is working fine and website isn't throwing any error Please help I new in development so i don't know what to do....,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",DDSAYS,0,0,9,2022-11-26 12:09:50Z,https://stackoverflow.com/questions/74582039/my-app-is-throwing-internal-server-error-how-should-i-solve-it
17,74582038,Recommendations for lightweight desktop software deployment tools,I work in a hospital environment and need to distribute Autohotkey based tools to my colleagues' Windows desktops. Ability to update automatically is required. I have considered using portable Git as ...,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",WengKung Hsun Weng,0,0,3,2022-11-26 12:09:45Z,https://stackoverflow.com/questions/74582038/recommendations-for-lightweight-desktop-software-deployment-tools
18,74582036,Azure Cosmos Logs get log by ActivityID using Kusto query,In system to log errors from Azure WebSite I have error: Response status code does not indicate success: BadRequest (400); Substatus: 0; ActivityId: xxxxxx; Reason: (One of the input values is invalid....,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Robert,0,0,3,2022-11-26 12:09:31Z,https://stackoverflow.com/questions/74582036/azure-cosmos-logs-get-log-by-activityid-using-kusto-query
19,74582032,How to make my cinemachine stop from shooting into outer space?,"Im learning game developing and am now entering the camera follow subject, scrolled through a few tutorials and learned that I need a unity built-in utility called the Cinemachine, the concept seemed ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Sora_白い空,0,0,3,2022-11-26 12:07:51Z,https://stackoverflow.com/questions/74582032/how-to-make-my-cinemachine-stop-from-shooting-into-outer-space
20,74582030,How to paste on colunm based on its name,"I have this code to paste content in my table, but I want it to work correctly when I'm not in a specific cell in the current row, because it always returns a fixed cell number to paste the content, ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Cooper,0,0,5,2022-11-26 12:07:46Z,https://stackoverflow.com/questions/74582030/how-to-paste-on-colunm-based-on-its-name
21,74582027,How can I make a integer input to draw a flag with the numbers I want in Python?,"I don't know how to make a program when u input custom number and it draws the flag by those proportions. My code looks like this res = int(input(""How big should the flag be?"")) flag_height ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",karlixoos,0,0,11,2022-11-26 12:07:12Z,https://stackoverflow.com/questions/74582027/how-can-i-make-a-integer-input-to-draw-a-flag-with-the-numbers-i-want-in-python
22,74582025,"In Delphi XE7 when running a program in the IDE cannot create a log file, but it works when I run the created exe","When I start a program in the IDE, I use the following code to generate a log file. All of the paths are correct, checked with F8, but the log file is not output. When I run the executable outside of ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Emile Verkerk,0,0,3,2022-11-26 12:06:53Z,https://stackoverflow.com/questions/74582025/in-delphi-xe7-when-running-a-program-in-the-ide-cannot-create-a-log-file-but-it
23,74582024,"I am working on a simple C program to check temperature and give feedback to user. I am lost on how to limit character inputs like a,b,c","Problem Develop a C program that checks temperature. The program should accept numbers only. If users enter letters,the program should say, wrong input. Note that temperature should be between 1-35. ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",KenyanProgrammer,0,0,10,2022-11-26 12:06:41Z,https://stackoverflow.com/questions/74582024/i-am-working-on-a-simple-c-program-to-check-temperature-and-give-feedback-to-use
24,74582021,"two class implement one interface, how to call special class spring java",i have interface @Component public interface TextWriter { public String WriteText(String s); } and i have two class has implement this interface class name is Fancy Writer and Yono Writer Fancy ...,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",yokana,0,0,6,2022-11-26 12:06:19Z,https://stackoverflow.com/questions/74582021/two-class-implement-one-interface-how-to-call-special-class-spring-java
25,74582020,How to make mosaic plot in ggplot2,"I want to make mosaic plot in ggplot2,by geom_mosaic I want to make mosaic plot, in ggplot2. that will be as same as this. library(faraway) (ct <- xtabs(y ~ right + left, eyegrade)) mosaicplot(ct, ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",user20606451,-1,0,4,2022-11-26 12:06:14Z,https://stackoverflow.com/questions/74582020/how-to-make-mosaic-plot-in-ggplot2
26,74582018,Ambiguous call when overloaded methods take reverse iterators in arguments,I'm trying to write an overloaded method that returns non-const result only when both the object on which it is called is non-const and iterator passed in the argument is non-const. (Think of it like ...,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Piotr Siupa,2,0,13,2022-11-26 12:06:04Z,https://stackoverflow.com/questions/74582018/ambiguous-call-when-overloaded-methods-take-reverse-iterators-in-arguments
27,74582017,how combine php array with array phpoffice,"i have problem with combine two array in php, i have one array $array1=array('test1','test2'); and array 2 is of phpoffice, so i want combine two array array1 : array(2) { [0]=> string(5) ""...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",pishkar fully,-3,0,12,2022-11-26 12:06:00Z,https://stackoverflow.com/questions/74582017/how-combine-php-array-with-array-phpoffice
28,74582012,MQL4 Partial Close orders and add a trailing stop,I've coded an algorithm that can enter multiple trades based on several signals from different indicators. I am now trying to figure out how to close half of my open positions (partial close) when ...,"['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",DeleJohnson,0,0,3,2022-11-26 12:04:45Z,https://stackoverflow.com/questions/74582012/mql4-partial-close-orders-and-add-a-trailing-stop
29,74582010,Angular & NestJS socket.io returing an [object Object],"My problem is in the title. Heres my code: Angular: app.component.ts: // this.userid is an id coming from the database. Its working const myPeer = new Peer(this.userid, { host: '/', ...","['python', 'android', 'server', 'internals', 'deployment', 'automation', 'autohotkey', 'azure', 'azure-cosmosdb', 'azure-monitoring', 'kusto-explorer', 'unity3d', '2d', 'cinemachine', 'excel', 'vba', 'python', 'delphi', 'file-io', 'settings', 'delphi-xe7', 'c', 'loops', 'if-statement', 'java', 'spring', 'r', 'ggplot2', 'ggmosaic', 'c++', 'c++17', 'overloading', 'ambiguous', 'reverse-iterator', 'php', 'algorithm', 'partial', 'mql4', 'forex', 'mt4', 'angular', 'typescript', 'api', 'socket.io', 'peerjs']",Noel Maróti,0,0,6,2022-11-26 12:04:36Z,https://stackoverflow.com/questions/74582010/angular-nestjs-socket-io-returing-an-object-object
